CreatedScenario;CompletedScenario;FailedScenario;
0;0;0;
291;0;0;
488;0;0;
685;0;0;
889;0;0;
1086;0;0;
1288;0;0;
1489;0;0;
1689;0;0;
1888;0;0;
2090;0;0;
2291;0;0;
2491;0;0;
2688;0;0;
2888;0;0;
3090;0;0;
3288;0;0;
3491;0;0;
3691;0;0;
3891;0;0;
4091;0;0;
4291;0;0;
4491;0;0;
4691;0;0;
